Application_ID,Office_ID,Location,Certificate_Type,No_of_Staff,Average_Processing_Time_Mins,Applications_Received_This_Month,Applications_Processed_This_Month,Pending_Applications,Office_Working_Hours_Per_Week
db76891f-cf86-44ec-979c-89465332b292,OFC8213,Bhavnagar,Death Certificate,21,142,497,374,123,48
1fb2a6e8-c450-4651-b159-ac0a71afdf20,OFC8981,Junagadh,Marriage Certificate,7,96,600,272,328,48
8fc86bbf-70bf-4405-b45b-57fc81b8aec6,OFC2991,Kailashahar,Birth Certificate,38,85,574,548,26,45
e2b24671-079e-43ea-a9d3-60ab5a95c0ef,OFC6096,Ujjain,Income Certificate,18,36,317,119,198,40
bead9910-bd0f-4908-8dbe-f7feb593eb8b,OFC5173,Nashik,Caste Certificate,19,95,979,821,158,45
befffb1d-549f-4152-a4c7-10dfa34add2f,OFC5689,Agatti,Death Certificate,17,142,210,175,35,40
895a76f0-80a0-4f5f-aa0f-002a3e8fe1b9,OFC3619,Kolkata,Death Certificate,13,82,414,324,90,35
b00a009d-b741-478d-a0dc-e8bc4c769cce,OFC7838,Dimapur,Marriage Certificate,5,62,912,564,348,48
672620bf-4fcc-4daa-b058-865a6f8dc18e,OFC3884,Aizawl,Caste Certificate,40,86,742,535,207,40
9f95eefe-a67b-4cb3-b551-492b6f12db9a,OFC2987,Itanagar,Death Certificate,19,142,609,420,189,35
5e5a9add-4f87-47bb-bf6d-b73dd1e9e19d,OFC3243,Dispur,Death Certificate,47,134,840,42,798,40
08478174-f9ac-4bc2-9328-53134dc2fb59,OFC7734,Bhopal,Birth Certificate,9,125,141,30,111,48
4c077e9f-5bad-4293-8eee-ad62681bb83f,OFC2691,Udaipur (Tripura),Birth Certificate,7,22,603,186,417,48
ac1012bb-9c14-4212-bd2f-d59c8266a7fe,OFC4138,Durgapur,Death Certificate,43,45,450,87,363,45
ddc1cd55-2a75-4ba5-9b6e-97314d91ee99,OFC4369,Panaji,Birth Certificate,39,129,71,65,6,45
421b2eb2-dc45-42e3-ac6d-40269c67dfde,OFC6133,Rewa,Domicile Certificate,46,119,500,298,202,35
1dc1b278-cf0e-4cc8-8987-24f85a6e5363,OFC1592,Bishnupur,Caste Certificate,33,132,435,213,222,45
10c98ba7-21f8-47d8-86ba-505aa5a7c4b9,OFC9716,Pune,Marriage Certificate,21,171,754,510,244,40
ff17770b-ddd5-448a-bac8-79d5d9492622,OFC8758,Bikaner,Income Certificate,36,88,700,698,2,40
e814c579-359c-47bf-b4ad-0a7eed0aaf5e,OFC4382,Udaipur,Caste Certificate,44,135,679,395,284,40
ea98bcd2-f6b6-45c2-af62-73fc13db1678,OFC3537,Salem,Birth Certificate,25,34,938,792,146,45
3552dbaa-ca49-466b-86ae-9c24c407fbb2,OFC9879,Jammu,Birth Certificate,21,121,218,31,187,48
15ababe9-1dba-4ce4-9613-5db816428cbc,OFC2940,Naharlagun,Marriage Certificate,33,170,687,259,428,40
ac84bb1c-60b9-4356-8efc-2e18d877a540,OFC2159,Mokokchung,Income Certificate,34,180,805,362,443,35
e4450159-7395-453a-a5fb-1f2429cec5e8,OFC7609,Rangareddy,Birth Certificate,14,102,676,597,79,45
745b7a08-97a4-45c2-9a5c-6a23f11bed63,OFC4920,East Delhi,Birth Certificate,41,91,864,56,808,45
ff8aeeed-a001-4f17-82ad-34554c2bc79a,OFC4293,Aizawl,Domicile Certificate,10,53,200,160,40,45
fa2eda04-3c05-4051-850a-c823b0165aa7,OFC4123,Gaya,Birth Certificate,28,92,454,128,326,45
f7adb60d-2402-4870-b65c-8997b3904d79,OFC3239,Dispur,Caste Certificate,8,39,869,500,369,40
354ff3a2-75e6-4321-8e2d-270e7f29233d,OFC6504,Thane,Caste Certificate,12,41,359,139,220,48
d86bfae4-3afb-4115-9983-ad2cfb9580e1,OFC8409,Dharamshala,Marriage Certificate,12,38,109,74,35,48
e768e5e7-c565-410f-ba6a-e479bcae5913,OFC4759,Malda,Birth Certificate,43,20,308,115,193,45
e09f0382-f8aa-4ccf-8e77-d8468b28dce7,OFC1462,Jabalpur,Birth Certificate,28,55,933,443,490,48
b1c8ffef-f0c0-4e71-8a3a-b4ffd5292541,OFC1913,Bangalore,Income Certificate,35,75,147,88,59,35
229d4138-6cd1-40e1-9e76-ee3874db6999,OFC3586,Haridwar,Income Certificate,10,140,956,932,24,48
77029931-9718-40ab-9f9d-b08518988eac,OFC7041,Udhampur,Income Certificate,5,153,53,46,7,48
3b7e5459-0ff3-4304-a12f-cc3df0099a12,OFC1489,Jabalpur,Domicile Certificate,32,97,308,212,96,45
96625d8e-e382-422f-ba57-eaba3f9409de,OFC3196,Rudrapur,Birth Certificate,29,104,653,536,117,35
56245a31-4308-4148-b888-fbd6f1595bc2,OFC6865,Ahmedabad,Income Certificate,12,46,236,189,47,45
0ac83c73-04c4-4c6d-bec0-7677659ddff7,OFC8681,West Delhi,Marriage Certificate,26,45,395,113,282,35
0b6fc0e9-b59b-4284-be3c-373dbccd89f7,OFC1378,Adilabad,Domicile Certificate,7,147,372,93,279,48
bb878397-c148-43f1-ab8b-9c9b9e23d56e,OFC6276,Havelock,Domicile Certificate,21,162,161,85,76,35
e26dd5ed-6fd8-4bce-bc0b-c513a803dcb6,OFC3824,Mumbai,Death Certificate,12,176,664,238,426,40
f7fee01c-ddf7-4baf-a4d4-4638f0e496a4,OFC4172,Bhopal,Income Certificate,28,70,453,264,189,48
a21512b6-0ef2-400e-ad1b-b1d9ba6bd7c8,OFC7555,Dharamshala,Caste Certificate,37,105,162,161,1,35
74fed7bb-16fb-4638-90c9-219ad92a7db7,OFC7758,Ludhiana,Birth Certificate,8,140,619,406,213,45
e27deab3-c586-4144-9b25-01bd256225cf,OFC8395,Sagar,Birth Certificate,49,18,619,613,6,45
e306ba76-a09d-4593-8a29-851d342768d3,OFC2137,Rangareddy,Birth Certificate,12,32,610,524,86,45
986e9e6b-1ea6-4f07-bc2e-ffec6d270641,OFC6274,Dibrugarh,Death Certificate,45,157,794,449,345,48
8de46527-5bd0-440a-af1a-af6e6b2d7850,OFC2731,Rewa,Death Certificate,8,30,71,56,15,45
37b150b3-8f44-49e2-876f-ee64970efee5,OFC7257,Port Blair,Birth Certificate,47,112,488,160,328,48
4295c7f6-147d-4411-8f93-1430558a8198,OFC4369,Bhilwara,Birth Certificate,5,68,948,477,471,35
14039d5c-7167-4fab-a7fa-cf55cce41d3f,OFC3887,Bareilly,Caste Certificate,9,123,351,322,29,48
a16877c6-a2e8-4a35-a782-ab146000d36d,OFC3134,Mangalore,Marriage Certificate,36,26,416,248,168,45
5a880f83-9f45-41f9-8135-9cdcc89df071,OFC6637,Imphal,Marriage Certificate,36,148,243,54,189,45
a9d72231-c573-4546-b5d1-4baca8088995,OFC6512,Nizamabad,Birth Certificate,23,88,397,125,272,40
3593dda8-f166-4717-aa96-1ba4998c6254,OFC5400,Jowai,Marriage Certificate,44,87,660,596,64,45
068dfec7-65e1-4e53-b67a-c6c2f58b1c76,OFC4442,Tura,Domicile Certificate,16,171,211,127,84,45
70d81fad-e36e-4c6b-9d82-b0b8b6d82a54,OFC5859,Jowai,Caste Certificate,12,36,547,312,235,48
ba79dc7a-4341-4dd3-b118-0af68e6cd5f6,OFC2318,Hyderabad,Domicile Certificate,44,165,794,470,324,45
191e426c-afd3-4c99-88e0-b80990fdd307,OFC6883,Dibrugarh,Income Certificate,21,31,119,84,35,40
4f5ee657-9afc-48f7-893b-fe9a3d0a9cea,OFC1829,Giridih,Death Certificate,29,55,621,265,356,40
1e540d13-e10c-498e-b67e-26e11f95b996,OFC4351,Begusarai,Income Certificate,24,104,224,88,136,48
dd5dd016-62b8-42e8-899f-f73207704aa7,OFC5701,Jabalpur,Caste Certificate,47,108,839,163,676,35
09d21252-1c77-4454-bca7-a6a603b11743,OFC6765,Rewa,Death Certificate,22,101,439,58,381,40
049a6352-213c-4344-96e6-957d72284b73,OFC3843,Haldwani,Death Certificate,43,75,360,189,171,40
eb7c0a91-a5c0-41d5-9b7b-9ff5e7dec764,OFC9742,Srinagar,Birth Certificate,24,53,646,549,97,35
b23d6aad-5042-4dff-8027-0c37d2f0efda,OFC8533,Purnia,Marriage Certificate,48,34,339,166,173,40
5db398c5-161f-4d41-8cc0-4419727142b5,OFC5078,Ujjain,Caste Certificate,40,165,955,669,286,48
5f92dd2e-9673-42bb-b151-85ed9230d692,OFC8956,Dhanbad,Birth Certificate,14,150,90,41,49,45
120075bf-175b-456b-92cf-46b5664f592f,OFC5575,Srinagar,Caste Certificate,36,177,751,187,564,40
f2019262-03a5-4fbb-b634-cad8463f6d54,OFC7980,Nongpoh,Birth Certificate,14,55,93,30,63,45
d9fb13d4-3693-4823-ad26-0ff6d8fe86a2,OFC4651,Dharmanagar,Death Certificate,5,143,237,113,124,35
8296fc5f-703b-42fa-bca6-fbf712fba814,OFC6489,Ratlam,Income Certificate,28,23,485,207,278,35
8500bcd8-1a4e-430f-9c24-80f2578464dd,OFC6011,Udaipur (Tripura),Marriage Certificate,38,94,266,233,33,48
c8f6e191-2800-4582-add5-b4a568901613,OFC2207,Katihar,Birth Certificate,17,78,836,147,689,40
2d25f890-4ba4-4eac-903b-3cf8815aee8b,OFC2957,Rewa,Death Certificate,32,112,52,33,19,40
4e3ccd1a-d35c-4148-b4e6-7a793fbb7f17,OFC7468,Manali,Marriage Certificate,13,154,289,112,177,48
1d2d22d4-df46-4864-a2d5-de1709dbd7aa,OFC9494,Bhagalpur,Birth Certificate,14,59,799,473,326,35
4b2ff7a0-1e0f-4211-a1a4-22a07813bd2b,OFC8919,Kullu,Marriage Certificate,49,154,987,530,457,45
3eba715d-e129-414b-9aa0-880f0123dac2,OFC5618,Kohima,Caste Certificate,48,125,402,45,357,35
18de7f7a-3cfe-403a-9cc5-502a75ccc4cd,OFC1887,Tiruchirapalli,Marriage Certificate,43,167,570,42,528,40
f2300776-9541-45d1-a67d-f3ec346e9b29,OFC5600,Ratlam,Death Certificate,23,127,486,384,102,48
0dc19ceb-defa-4d12-903a-85cae32fdae7,OFC7939,Tirunelveli,Income Certificate,29,155,251,45,206,45
aa5c06c2-8d5b-428f-9dfc-caaa7f9b2174,OFC8069,Ramgarh,Death Certificate,47,24,503,473,30,45
52b6dfca-c4af-4d4c-b0df-121a7dd04225,OFC2302,Mapusa,Birth Certificate,20,177,61,60,1,35
1c487c01-c93b-46ba-863e-90f982e60eb2,OFC5756,Katihar,Birth Certificate,24,178,911,637,274,48
55348b33-0c00-4cd0-af59-6e97c580c529,OFC6103,Tumkur,Income Certificate,41,121,524,434,90,45
5542e097-44f6-4d72-a7cf-ee022b65b805,OFC1985,Kailashahar,Income Certificate,29,45,810,534,276,45
f885dfc2-bd66-4b0a-8eb0-017bbfa70c0a,OFC4007,Rajkot,Death Certificate,18,116,508,492,16,45
fbfc9243-1d00-4e5c-8703-845c1c31e5e6,OFC1561,Mangalore,Caste Certificate,18,127,782,684,98,45
c1224e6a-33ab-405b-bf76-323ab609615d,OFC9357,Bishnupur,Caste Certificate,37,78,868,816,52,35
7a51942a-08a5-42ca-b959-86579c141159,OFC1687,Kathua,Income Certificate,21,104,820,783,37,40
7dbc454d-5bef-40cf-b7ce-d162cf1b4a24,OFC1927,Agartala,Marriage Certificate,15,137,169,115,54,35
9a9cd686-992d-474f-a7d5-5a3f27d76921,OFC4088,Rewa,Birth Certificate,27,133,250,34,216,45
ad5dc395-ee27-4157-8457-0a7d7c001a5f,OFC2384,Agra,Domicile Certificate,21,75,440,132,308,48
ab5e53c9-a959-49a6-9915-8aacfd152024,OFC7405,Ratlam,Income Certificate,41,139,577,471,106,45
21d22909-606c-42dd-8ee8-e6743e8dfb38,OFC8224,Ahmedabad,Domicile Certificate,35,142,122,36,86,48
a1f96d64-421a-4dc3-8e0e-d675ef716bcc,OFC5711,Dharmanagar,Death Certificate,36,60,912,176,736,45
24e8155a-8927-43f0-90d9-04b2f298d053,OFC6885,Allahabad,Birth Certificate,37,65,927,253,674,45
07dac6b5-8d5d-4599-acad-76815937942c,OFC3519,Jaipur,Marriage Certificate,10,119,918,194,724,35
8e17493f-4ae8-468f-9444-7413cf652399,OFC5670,Surat,Marriage Certificate,40,174,593,380,213,48
ff8e95fd-fdc5-4c0f-bc99-1eaa58bff902,OFC2051,Begusarai,Death Certificate,25,29,991,310,681,35
a888a1d6-f5e7-4ada-a824-043997a49a79,OFC6296,Tawang,Caste Certificate,44,100,938,285,653,40
4c3a8793-436d-4a09-97cf-6b5f0926970a,OFC5964,Dharamshala,Death Certificate,38,114,754,358,396,48
7a0d2663-5762-4a33-a8c6-62ab1a02bcee,OFC5744,Davanagere,Income Certificate,27,180,820,131,689,48
ce9d50c7-2c17-4f1b-890e-e1042165a5d3,OFC8224,Mapusa,Marriage Certificate,47,98,202,90,112,45
d23d92a4-32a9-4661-86aa-f69f206b990a,OFC3997,Chandigarh,Domicile Certificate,6,114,450,406,44,48
9015dd2c-8e8e-49cb-bae3-4f3f863ba183,OFC8194,Mapusa,Domicile Certificate,39,174,744,425,319,48
4d6a949b-7ea5-4777-8c1e-b0065b3387c8,OFC5323,Serchhip,Income Certificate,49,60,242,171,71,48
7f255765-4005-4cbf-a178-1fe996ed8d06,OFC4466,Mumbai,Birth Certificate,32,92,886,651,235,48
7d9aa025-b53c-4d61-a812-c58c1977c08e,OFC8289,Mumbai,Death Certificate,30,91,642,604,38,48
1fb0b8c4-b40c-4dee-a34d-3bd15ddf576d,OFC8118,Nagaon,Caste Certificate,49,100,971,283,688,45
9159de7a-4898-448c-b37a-74f1a8735b86,OFC3626,Howrah,Income Certificate,32,53,351,338,13,48
483bc03c-716c-466c-9c19-f45599ee9f0a,OFC9390,Ghaziabad,Death Certificate,15,179,943,363,580,40
3c5630ad-20f9-459c-a70a-a66474720dd0,OFC7962,Amini,Domicile Certificate,7,86,663,198,465,35
cbb7e9d9-0fc7-42d1-b6a9-d638d4a2c6f9,OFC4188,Dharmanagar,Domicile Certificate,46,148,582,58,524,45
a91185f2-a95f-4e91-9f29-677d6b1471a9,OFC9363,Meerut,Death Certificate,14,156,666,106,560,48
a8403931-6586-4016-9d7f-1481de234942,OFC9829,Bilaspur,Income Certificate,29,114,643,367,276,35
74f3ea27-75d4-4813-a1aa-7578bb3ffedd,OFC7555,Ujjain,Birth Certificate,21,117,999,202,797,40
2b01e410-b191-47a6-b73e-87df64a7285e,OFC1393,Bokaro,Income Certificate,44,18,181,49,132,40
f6d3e4aa-d905-4ee6-a6f5-3838b3a02d75,OFC5672,Mangan,Income Certificate,41,56,651,401,250,35
d05340e8-c5c3-49d4-b4e8-ab959b3228ef,OFC5553,Ranchi,Caste Certificate,11,51,885,78,807,48
28ee0c11-3bd5-4b9b-ab4f-e78d41eac012,OFC6097,Mahbubnagar,Income Certificate,16,117,267,36,231,48
81287ba0-8d26-4aac-a946-2531347eba2b,OFC3918,Nongpoh,Domicile Certificate,33,22,439,394,45,45
b1e930b3-a48d-4a8d-9141-ae22248f8865,OFC6844,Sikar,Caste Certificate,35,21,496,159,337,48
5ef13db1-8820-4559-8505-aba4617ec423,OFC8253,Varanasi,Domicile Certificate,45,129,893,171,722,48
771436cf-4223-4efd-a78e-fe4a2dad3227,OFC8150,Port Blair,Birth Certificate,44,67,695,555,140,48
f63ec714-559e-47ad-8423-41c774c90069,OFC9798,Gorakhpur,Marriage Certificate,13,166,309,147,162,35
24a41f8a-2482-4141-ab00-11916dd4083d,OFC9384,Durgapur,Caste Certificate,47,99,990,892,98,48
0dc3d3bb-a9fd-44e8-b2be-f5dcdc5583c7,OFC3885,Baramulla,Marriage Certificate,6,67,398,250,148,35
cc8fed4d-7ffb-4ce4-8e0e-3c6a581200ad,OFC5747,Varanasi,Domicile Certificate,46,136,995,443,552,45
17c29aa3-9b23-4c54-ad51-faa14d5f4860,OFC8481,Malda,Birth Certificate,35,56,184,169,15,48
94b9732e-e5e5-490e-ba10-be72d263f860,OFC7062,Siliguri,Domicile Certificate,39,43,89,57,32,48
c8b5dc23-fd80-4452-b7b3-029ad7033382,OFC3586,Ujjain,Income Certificate,27,102,175,87,88,45
83579d36-9ea7-41d5-8872-3d72165a5288,OFC1865,Bilaspur,Birth Certificate,33,29,915,903,12,35
d9eec71b-740d-4731-9e05-ea1ed82636ad,OFC5469,Central Delhi,Marriage Certificate,21,85,649,417,232,45
9614ed18-c74d-4481-b67a-fe3378e09219,OFC7656,Amravati,Income Certificate,25,150,970,366,604,45
ae902bb6-13bf-4bfe-9a9c-2177414b08da,OFC1977,Shimoga,Domicile Certificate,5,179,671,408,263,48
d55f83d6-e2cb-48bd-a3d6-9f9b7bc8392a,OFC2382,Khammam,Domicile Certificate,20,71,587,95,492,45
8fad9a5b-6501-45fa-bb77-06b20c66812c,OFC6076,Jalandhar,Birth Certificate,21,49,635,63,572,45
99e1c070-626b-4645-a96f-1ac8b5b4b44f,OFC9454,Patna,Marriage Certificate,26,138,502,184,318,45
3e13898a-66f0-4f71-8511-843f67ba137a,OFC4042,Diglipur,Marriage Certificate,37,39,59,53,6,45
4bd60c62-0af8-4e21-b4e7-78f2dd969b14,OFC8419,Deoghar,Income Certificate,18,137,890,285,605,45
2b450892-7537-4fd5-8b1a-763de2336f2f,OFC1624,Mangan,Birth Certificate,19,146,119,47,72,40
8bf10cc9-c78d-4d85-908b-a75017d69020,OFC4896,Ahmedabad,Death Certificate,43,177,251,136,115,40
2c46f708-78ec-465d-9679-60ec460fed7b,OFC7467,Nongpoh,Income Certificate,10,151,284,155,129,48
2b93e57b-69c1-420b-bf90-adab853daecd,OFC7440,Churachandpur,Income Certificate,11,168,191,98,93,45
482c5e25-95f7-4772-aedc-37b7e077c721,OFC3348,Churachandpur,Income Certificate,12,106,933,34,899,45
b96ac885-5f33-491a-8440-97cf06852dc7,OFC6441,Kathua,Birth Certificate,32,23,639,46,593,35
9c420a80-1e70-4837-bba4-50ad325f7608,OFC4646,Itanagar,Income Certificate,32,26,422,360,62,45
afdf2208-fa13-4a7f-abed-f9424cc79182,OFC2707,Namchi,Death Certificate,10,165,596,140,456,48
43ccafe0-29a8-4ecf-9722-8d8421dcc99b,OFC6079,Bangalore,Birth Certificate,34,168,389,192,197,40
36f14333-df2c-4749-b4c3-ca340aa63665,OFC7855,Kohima,Birth Certificate,41,127,125,68,57,45
47d1f181-3780-4c3a-899e-e4984016f966,OFC8873,Gangtok,Death Certificate,11,88,141,41,100,40
9ab579f5-08c3-46c8-b5a5-9ddb631f86b7,OFC6412,Satna,Birth Certificate,46,141,486,256,230,35
c3049de4-83d0-43b6-9dad-e842c244bfc3,OFC9783,Mangalore,Marriage Certificate,27,166,257,213,44,48
15d7396c-c7ac-4890-8ed2-0b8d08465056,OFC5510,Dehradun,Caste Certificate,45,131,908,428,480,45
6b8a40d5-5588-4d30-9ae8-db891d8cf867,OFC1897,Kavaratti,Income Certificate,6,98,967,261,706,45
90f8bc64-7b95-4e06-b6e5-e3593d53b7f4,OFC9094,Tura,Marriage Certificate,46,157,900,657,243,35
9515b830-a5df-4cdb-8eb2-e53b8355754e,OFC7110,Amravati,Domicile Certificate,45,133,724,519,205,40
0fff3209-8de4-4d3f-93d9-0f7af7c3d18c,OFC2392,Panaji,Caste Certificate,34,81,581,465,116,48
b5d70ad1-a596-4749-9361-ee2b0694a772,OFC6594,Dispur,Birth Certificate,33,74,624,392,232,45
4ee55040-7bd0-40cf-af32-049ba04ce426,OFC4926,Kailashahar,Income Certificate,46,67,172,148,24,35
6afe29a7-0001-4d1e-8d69-42223d5a595c,OFC5433,Margao,Marriage Certificate,32,44,827,375,452,40
68bfe570-73bb-455f-9e81-781227f8e898,OFC8961,Shimla,Income Certificate,11,159,149,99,50,35
bbdbb761-ef21-41fd-b62c-ea07c8e67c05,OFC9819,Jamnagar,Caste Certificate,30,153,362,62,300,48
b7c2799b-02e7-42b4-ad7c-54601fff5f15,OFC5135,North Delhi,Caste Certificate,28,48,463,381,82,45
f856c490-5e41-43ba-bb52-1a03b82e936b,OFC8085,Baramulla,Caste Certificate,30,45,365,250,115,48
715abe1a-f556-4df1-9e43-d099012d15a1,OFC4838,Kailashahar,Caste Certificate,45,126,785,702,83,40
634de27a-7f25-407f-a551-968e2b695d9a,OFC5272,Churachandpur,Death Certificate,32,150,543,80,463,48
89587500-aaf0-443f-846c-137407c68510,OFC4618,Belgaum,Income Certificate,30,72,996,345,651,40
1514df21-3092-4eae-944a-bcc86db78a1b,OFC8196,Haldwani,Caste Certificate,13,130,94,46,48,40
de6a4dc5-8f3b-4427-bede-feca707fc7b2,OFC4098,Medinipur,Caste Certificate,44,122,454,279,175,40
0a406906-32b5-4593-a5e1-a81024228e39,OFC2773,Ramgarh,Death Certificate,11,110,275,169,106,35
a5f6c2a5-f788-4bb7-9bab-8747470a793d,OFC8556,Haridwar,Marriage Certificate,8,129,924,678,246,48
769ffa76-6927-4329-8900-9f3c8e66fb50,OFC4797,Gorakhpur,Death Certificate,15,157,518,471,47,40
2e9ee469-72f4-4275-aec5-dcd0b74ed59e,OFC2110,Vadodara,Income Certificate,47,56,834,263,571,45
e87326d8-c296-43e5-aae2-7e2faf0b50da,OFC9299,Bhopal,Domicile Certificate,39,68,482,421,61,48
bd54c4b1-dd34-4e66-a546-093a1ad27bc3,OFC4859,Serchhip,Birth Certificate,50,31,761,174,587,48
8dda6d7f-5ff4-4cbe-95f8-6e5f36d18a4a,OFC1145,Patna,Caste Certificate,27,146,863,524,339,45
c0652868-acee-40ea-95c1-8b845ef1287b,OFC1099,Nashik,Income Certificate,12,166,341,92,249,48
b798c43f-72bb-493e-854a-1689c5ee1f9b,OFC4838,Churachandpur,Domicile Certificate,40,95,637,522,115,48
44876a2c-9fda-459e-93bb-4f107c119ccf,OFC2158,Agra,Domicile Certificate,11,119,471,210,261,40
1e42dfba-e334-4c6f-a5ba-bcb21aeb1e78,OFC5164,Ghaziabad,Caste Certificate,42,148,909,746,163,35
b60919b0-2217-4d51-bf83-9e79f83c6aa9,OFC7421,Mayabunder,Marriage Certificate,45,46,435,220,215,48
15f9b3cd-a081-45d2-9e5f-7a02bed59413,OFC5908,Jodhpur,Domicile Certificate,29,82,313,183,130,45
1e64dbeb-3000-480d-8454-ce65f75ce544,OFC7641,Gangtok,Death Certificate,9,97,694,281,413,48
8dffdf5e-8e73-41d9-8fdb-923954d8a175,OFC3156,Guwahati,Marriage Certificate,46,24,749,226,523,48
0777e302-2122-4f7e-bba8-dea47611c53c,OFC7050,Bikaner,Domicile Certificate,41,68,733,632,101,35
3343fea7-0d50-4518-9aa9-53bb8becb041,OFC1002,Hubli,Domicile Certificate,9,92,144,122,22,45
11ba2c60-8f6e-478b-928f-33b266f946e6,OFC1390,Serchhip,Caste Certificate,24,52,234,99,135,35
ecc4e5bc-a995-448d-b9cc-a026e9e9e804,OFC2065,Khammam,Income Certificate,26,37,260,155,105,45
d153956b-678b-4929-b60a-d07a803803df,OFC3320,Bhopal,Death Certificate,44,96,894,180,714,48
a3e02d66-f565-439a-af0c-1328b560b795,OFC4262,Vellore,Caste Certificate,46,161,101,48,53,48
5cff20ef-42d4-4c78-bc95-db87537e2ce2,OFC3908,Mangan,Domicile Certificate,21,79,163,63,100,48
8eb0e85e-d85a-4365-89a7-3397300edc07,OFC2873,South Delhi,Birth Certificate,9,105,417,344,73,48
8e9bbf53-786f-434d-8b21-15fbd4d64eb1,OFC7506,Vadodara,Caste Certificate,27,84,245,198,47,48
c47a0fe7-db3f-43ed-9afa-0e96ff9deb5b,OFC3986,Arrah,Domicile Certificate,18,88,134,55,79,48
d0cc6ca5-01f7-4853-9442-bec47cbb7384,OFC4391,Ajmer,Domicile Certificate,47,44,576,340,236,48
8e964b25-3fd4-459f-8a41-9265b1ef3b6d,OFC9447,East Delhi,Marriage Certificate,17,149,302,202,100,48
43e71780-9d64-486b-84e3-b5c10cc4ba96,OFC3137,Satna,Domicile Certificate,34,47,907,66,841,48
74660700-29d3-45d4-aac5-74b033ba1c2d,OFC3784,Nagpur,Marriage Certificate,28,39,647,610,37,35
972b7d69-22af-4174-9850-8e6981016e48,OFC7937,Hubli,Income Certificate,21,73,981,452,529,40
c37324c7-b89c-4aae-b10c-ea4163767e23,OFC9478,Itanagar,Income Certificate,38,35,306,100,206,40
2eecb6ea-f92c-4c16-b2b2-e4ece6adff2d,OFC2671,Ramgarh,Death Certificate,49,153,741,599,142,40
828eb7d0-665a-4587-a078-db72a8b8d1b3,OFC7874,Srinagar,Caste Certificate,49,136,803,429,374,48
c9b71ece-fc7e-45a3-b74f-069a774a0cc7,OFC3695,Ratlam,Marriage Certificate,13,65,278,49,229,40
4bf42170-6e01-4b5a-a491-1edc01ac9341,OFC4377,Aizawl,Caste Certificate,49,155,829,820,9,45
91724c01-9ff4-4c06-82b4-0e7c99a31703,OFC8975,Gaya,Death Certificate,18,158,484,349,135,35
ccb1dcff-eafe-48c2-871e-378650968070,OFC5829,Malda,Birth Certificate,20,138,412,385,27,35
6ac389f9-254b-4988-973c-1137ce519144,OFC4558,Minicoy,Birth Certificate,11,80,526,245,281,45
ee0464de-563d-4441-af61-701e86f28c97,OFC8226,Roorkee,Birth Certificate,7,95,477,424,53,40
879f6f0c-c81d-463e-96c3-4b76e7ca161c,OFC2527,Dhanbad,Domicile Certificate,36,18,955,951,4,40
cd79d91b-5086-4095-b917-691e4af9c514,OFC6892,Udaipur (Tripura),Death Certificate,9,143,290,258,32,45
2f65f205-8a86-422a-8cef-6e233f7b885a,OFC2611,Mahbubnagar,Death Certificate,23,174,250,134,116,35
3dd20605-1f3d-4394-97d0-9b63f971bfde,OFC2372,Champhai,Caste Certificate,32,127,977,655,322,35
1eb9a86a-94cb-41f8-b58f-86d6b8d30445,OFC6149,Ludhiana,Domicile Certificate,26,73,914,225,689,35
5d5bbe01-9d9c-435c-b25f-b38df02e8e05,OFC5404,Rajkot,Birth Certificate,13,62,782,114,668,40
0ac5300e-e57a-4551-8a8b-04f30d625da9,OFC8749,Mumbai,Death Certificate,37,161,68,48,20,35
1ffd0220-696e-4bf4-b7cd-34e3cfccd140,OFC8474,Roorkee,Domicile Certificate,21,102,203,191,12,45
2fbea20c-73cd-47cc-a26c-6b158b024b51,OFC9005,Varanasi,Marriage Certificate,40,151,618,615,3,40
6474af7d-8618-45fc-b62d-7d6d847a5330,OFC9247,Rajkot,Caste Certificate,34,70,933,718,215,40
59b9ff68-b122-4e87-9d6a-c8e48a6e505c,OFC8376,Naharlagun,Marriage Certificate,34,157,297,222,75,40
3bd6a4a3-5498-4522-95de-709f25936082,OFC2721,Haldwani,Death Certificate,39,141,125,37,88,45
18d1d575-bc3d-4c9c-afd9-189045b8291a,OFC6234,Kota,Domicile Certificate,8,101,447,52,395,48
95a3cb47-baf5-48e8-b6f8-4e711bebd139,OFC9255,Asansol,Domicile Certificate,21,114,76,52,24,35
ef20dac5-4cfc-425e-8f77-8a87778c5479,OFC9039,Anantnag,Caste Certificate,42,161,930,882,48,35
83fee374-fa1d-4bad-b0a2-1097180357b8,OFC8089,Dibrugarh,Birth Certificate,19,159,820,369,451,35
18f70d6f-eca0-4a2d-b11b-17bbffbf1951,OFC2327,Howrah,Marriage Certificate,22,146,984,952,32,40
4ecd2c6c-61f6-4249-8347-b25c8ce2a70e,OFC4459,Tumkur,Income Certificate,36,46,977,99,878,35
080ff3de-d3fe-42d6-98ff-2a59dfb61502,OFC5481,Bhopal,Income Certificate,12,92,687,70,617,35
259de4b7-aff8-4cd3-87bd-ab064d5510f5,OFC1308,Hazaribagh,Birth Certificate,6,128,417,296,121,45
78f5379b-c467-40ab-aa66-2613b20f05f3,OFC9588,Sikar,Domicile Certificate,5,68,860,681,179,40
ef402942-bf6d-448c-8e97-b5f1276e9fb7,OFC3685,Nashik,Birth Certificate,12,139,872,737,135,45
